X,Y,Z
-7.8388,-18.1223,-3.83
-7.8609,-18.0469,-3.8952
-8.0087,-18.2118,-3.7883
-7.4974,-18.0454,-3.8147
-7.5165,-17.9695,-3.8792
-6.2567,-17.6283,-3.9153
-6.2683,-17.5527,-3.9827
-4.8039,-17.1406,-4.1163
-4.7414,-17.1765,-4.0712
-5.6865,-18.3105,-3.2587
-5.913,-18.5128,-3.1505
-6.3348,-17.4425,-4.095
-7.0168,-17.764,-3.9499
-6.0952,-17.8547,-3.6923
-6.2535,-17.6976,-3.8546
-6.9315,-18.0674,-3.6814
-7.4299,-17.8929,-3.9247
-7.4367,-18.4456,-3.4869
-7.4955,-18.2139,-3.6811
-8.0065,-18.5072,-3.5619
-8.2174,-18.7902,-3.4004
-8.5067,-18.8605,-3.4138
-8.6386,-18.4754,-3.7192
-8.6523,-18.8529,-3.4513
-9.0198,-18.7523,-3.5945
-8.6388,-18.5804,-3.6383
-6.6529,-17.8466,-3.8046
-5.5408,-17.5166,-3.8841
-5.5524,-17.366,-4.0229
-5.5639,-17.2179,-4.162
-5.3258,-17.4748,-3.8847
-5.3301,-17.4002,-3.9544
-5.3345,-17.324,-4.0252
-5.3431,-17.1755,-4.1674
-4.49,-17.1199,-4.0914
-4.4883,-17.0479,-4.1644
-4.083,-16.6392,-4.5233
-5.7947,-17.5487,-3.9018
-6.3694,-17.5095,-4.0367
-6.7436,-17.6825,-3.9604
-6.7571,-17.6071,-4.0279
-6.7706,-17.5302,-4.0946
-7.343,-17.9116,-3.8933
-7.6022,-18.0116,-3.8672
-7.9126,-18.27,-3.7249
-8.0026,-18.2844,-3.7333
-6.9267,-17.5915,-4.0712
-6.7413,-17.9157,-3.7648
-6.675,-17.9168,-3.7526
-6.8623,-17.9128,-3.7955
-7.1423,-17.6956,-4.0283
-9.3995,-18.9202,-3.5663
-9.2814,-18.8775,-3.5691
-10.2178,-19.3612,-3.4674
-10.3006,-19.4488,-3.4347
-10.5587,-19.6022,-3.391
-9.988,-19.929,-3.1167
-10.5575,-20.2415,-3.0664
-10.5831,-20.1543,-3.1161
-10.7923,-20.4106,-3.0173
-10.3646,-21.273,-2.5388
-10.3838,-21.1818,-2.5817
-10.5808,-20.2938,-3.0372
-10.6009,-20.206,-3.0849
-10.2862,-20.7954,-2.7345
-10.2832,-20.142,-3.0615
-10.2997,-20.0535,-3.1103
-10.316,-19.9671,-3.1589
-10.3326,-19.8795,-3.2081
-10.3658,-19.7039,-3.307
-10.1645,-21.1877,-2.5392
-10.1723,-21.0953,-2.5806
-10.1803,-21.0019,-2.6228
-10.1889,-20.911,-2.6678
-10.1971,-20.8188,-2.7109
-10.2892,-19.9202,-3.1834
-10.6104,-20.3844,-3.0079
-10.5839,-20.0187,-3.1876
-10.7223,-19.8864,-3.2772
-10.2914,-19.5175,-3.3944
-10.6788,-20.8898,-2.7747
-10.588,-20.5228,-2.9342
-10.78,-20.6672,-2.9019
-10.5103,-19.8682,-3.2532
-10.8794,-20.284,-3.1059
-10.6084,-19.91,-3.2399
-10.7645,-21.0269,-2.7263
-10.5791,-21.0742,-2.6689
-10.4177,-20.6255,-2.8429
-10.386,-20.5356,-2.8799
-10.3246,-20.3597,-2.955
-10.389,-20.8949,-2.7141
-10.2918,-20.625,-2.8205
-10.3781,-20.8213,-2.7492
-10.2823,-20.5525,-2.8586
-10.3063,-20.2808,-3.0014
-10.0682,-19.5734,-3.3303
-10.6706,-20.801,-2.8214
-9.7227,-19.3624,-3.3684
-9.6864,-19.187,-3.4664
-9.163,-18.7565,-3.6278
-9.4322,-19.2904,-3.3449
-7.8767,-18.367,-3.6488
-9.186,-19.3622,-3.2422
-7.8111,-18.5279,-3.5108
-8.6943,-19.2862,-3.172
-7.5041,-18.548,-3.4304
-9.1587,-19.8224,-2.9637
-9.0185,-20.0007,-2.8302
-8.4245,-19.624,-2.8982
-8.1672,-19.4598,-2.9375
-7.7457,-19.1889,-3.0211
-7.5796,-19.0815,-3.06
-7.3294,-18.9195,-3.121
-8.8819,-20.1624,-2.7117
-7.6992,-19.4011,-2.8764
-8.2593,-19.9793,-2.6605
-8.4312,-20.3295,-2.5196
-8.2605,-20.2194,-2.5352
-7.9542,-20.3124,-2.4235
-7.7865,-20.203,-2.4438
-7.3637,-19.925,-2.5099
-7.196,-19.8144,-2.5387
-8.54,-21.0237,-2.2324
-7.7784,-20.5327,-2.2833
-7.5211,-20.3648,-2.3133
-7.3535,-20.2549,-2.3353
-7.184,-20.1432,-2.3615
-7.0156,-20.0323,-2.3868
-8.1959,-21.1296,-2.1223
-7.7639,-20.8526,-2.1423
-6.9186,-20.3018,-2.2304
-6.7483,-20.1898,-2.2543
-7.6529,-21.1273,-2.0136
-7.2232,-20.85,-2.0394
-7.563,-21.4419,-1.8907
-7.2249,-21.2251,-1.8977
-6.4576,-20.7304,-1.9276
-7.4097,-21.7108,-1.7876
-6.8081,-21.3272,-1.7773
-6.6386,-21.219,-1.7746
-6.468,-21.1099,-1.7734
-7.6238,-22.1459,-1.7342
-6.9315,-21.7086,-1.6944
-6.4145,-21.3816,-1.667
-6.3294,-21.3272,-1.6652
-7.4301,-22.2627,-1.6837
-6.8384,-21.8908,-1.6329
-7.0026,-22.2087,-1.6097
-6.8318,-22.1012,-1.5925
-6.661,-21.9937,-1.5752
-6.0904,-21.7841,-1.4961
-5.3241,-21.286,-1.4773
-6.4233,-22.0856,-1.5114
-6.2511,-21.978,-1.4926
-6.0786,-21.8692,-1.4768
-6.191,-22.0448,-1.4681
-5.8505,-21.8307,-1.437
-6.5363,-22.4094,-1.4904
-6.2787,-22.2524,-1.4545
-6.7149,-22.7044,-1.509
-6.5406,-22.6018,-1.4774
-6.2803,-22.4471,-1.4344
-5.6741,-22.0772,-1.3599
-5.1565,-21.7525,-1.3205
-4.8999,-21.5873,-1.3128
-5.0725,-22.226,-1.2312
-5.2799,-22.8285,-1.2407
-5.1016,-22.7287,-1.2116
-4.5795,-22.4311,-1.1386
-6.2258,-23.5438,-1.4884
-5.6977,-23.2776,-1.3417
-5.5212,-23.1855,-1.3001
-5.077,-22.9466,-1.2109
-4.5449,-22.6508,-1.1259
-4.6645,-22.9452,-1.1499
-4.2222,-22.7036,-1.0797
-5.7715,-23.6871,-1.4285
-5.416,-23.5175,-1.3291
-5.0586,-23.3414,-1.241
-4.0885,-22.8341,-1.0637
-4.6371,-23.3125,-1.1706
-4.8343,-23.5551,-1.2366
-4.3854,-23.3465,-1.1353
-4.1681,-23.3369,-1.1048
-4.411,-23.4921,-1.1595
-4.0467,-23.3305,-1.0878
-3.3193,-22.9923,-0.9722
-3.1359,-22.9052,-0.9465
-4.4844,-23.5412,-1.178
-3.651,-23.1794,-1.0246
-2.8261,-22.7985,-0.9112
-3.3534,-23.0642,-0.9799
-3.53,-23.1819,-1.0088
-3.4377,-23.1439,-0.9932
-2.8001,-22.9077,-0.906
-2.4296,-22.748,-0.8662
-2.0563,-22.5823,-0.8334
-3.5117,-23.2401,-1.0085
-3.1319,-23.0941,-0.9494
-2.9418,-23.0183,-0.9238
-2.1963,-22.7088,-0.8421
-2.1989,-22.7624,-0.8401
-1.9165,-22.6462,-0.8134
-2.8032,-23.1097,-0.9067
-2.4291,-22.9657,-0.8601
-2.3351,-22.9279,-0.8506
-2.0513,-22.815,-0.8205
-3.2889,-23.3961,-0.9841
-2.9064,-23.2589,-0.9246
-2.8133,-23.2251,-0.9107
-2.5336,-23.1194,-0.8747
-2.1582,-22.9758,-0.8288
-2.0637,-22.9392,-0.818
-1.4993,-22.7136,-0.7628
-2.3883,-23.228,-0.8579
-2.292,-23.1919,-0.8456
-2.0118,-23.0856,-0.8116
-1.9179,-23.0496,-0.8006
-1.6345,-22.9423,-0.7659
-2.5244,-23.4549,-0.8837
-2.2397,-23.3516,-0.8433
-1.1009,-22.9197,-0.7078
-2.5193,-23.6677,-0.8984
-1.4773,-23.3,-0.7422
-2.5041,-23.8751,-0.9199
-1.7433,-23.6221,-0.7935
-1.4559,-23.5251,-0.7477
-1.0751,-23.3904,-0.696
-1.165,-23.6679,-0.719
-1.0702,-23.6343,-0.706
-0.6902,-23.4984,-0.6559
-0.5965,-23.4645,-0.6441
-0.5367,-23.6178,-0.6435
0.0352,-23.4146,-0.5658
-0.6713,-23.7756,-0.6689
-0.3876,-23.6772,-0.6291
-0.2924,-23.6453,-0.6142
-1.2448,-24.0149,-0.7661
-0.5755,-23.789,-0.6608
-0.1957,-23.6582,-0.6049
0.468,-23.4285,-0.5088
0.3301,-23.4478,-0.5304
-0.9077,-23.8236,-0.7066
-1.1897,-23.7414,-0.7368
-0.8089,-23.6127,-0.6842
-0.7129,-23.5812,-0.6697
0.0516,-23.318,-0.5706
0.4363,-23.1851,-0.5213
5.515,-23.7167,0.893
6.2499,-23.0241,0.9837
5.7093,-23.4793,0.9248
5.8551,-23.3413,0.9415
6.149,-23.0632,0.9742
6.5715,-22.6544,1.007
5.9539,-23.2631,0.9544
5.764,-23.4917,0.9298
6.857,-22.4189,1.0114
6.0444,-23.0809,0.968
6.5602,-22.596,1.0068
6.1898,-22.7239,0.9796
4.9979,-23.4985,0.8342
5.6424,-22.8597,0.9254
5.232,-23.0796,0.8736
5.5895,-22.724,0.9117
5.6116,-22.5501,0.8997
5.5079,-22.5094,0.8793
4.9995,-22.887,0.8208
5.7735,-22.0823,0.8603
4.637,-23.099,0.7513
4.3613,-22.7117,0.6394
4.7041,-22.3393,0.6864
5.0447,-21.9654,0.699
5.3152,-21.6664,0.6902
5.3839,-21.5903,0.6861
4.4653,-22.414,0.6295
5.216,-21.5847,0.6503
4.2574,-22.4558,0.5778
5.1324,-21.474,0.6072
4.1826,-22.6073,0.5748
4.2722,-22.6177,0.6058
4.624,-22.6021,0.7083
4.8238,-22.626,0.7619
5.1028,-22.5613,0.8142
4.9463,-23.2216,0.8301
5.6824,-22.3872,0.8955
5.245,-23.1532,0.8803
5.6455,-22.6998,0.9205
5.7603,-22.8638,0.9421
6.0052,-22.8613,0.9668
6.3792,-22.6986,0.9977
5.604,-23.8167,0.8962
6.5519,-23.1754,1.0101
6.6826,-23.3885,1.008
6.1109,-23.938,0.9181
6.3785,-23.4884,0.9805
5.8485,-23.9173,0.9029
5.7297,-23.8453,0.902
6.2598,-23.2379,0.9816
6.4585,-23.0107,1.0039
6.1558,-23.1219,0.9749
6.1282,-22.9132,0.9731
6.1629,-22.6084,0.9693
5.1917,-23.4401,0.8669
5.4186,-22.9039,0.8957
5.4845,-22.8282,0.9013
6.0179,-22.2159,0.9152
4.8598,-23.2878,0.8085
4.8339,-23.0675,0.7951
4.7946,-22.868,0.7722
5.3876,-22.177,0.8094
5.7178,-21.7924,0.7928
4.4613,-22.7384,0.6714
4.83,-21.5724,0.5582
4.6279,-21.5821,0.508
4.5958,-20.9675,0.319
3.7034,-21.9461,0.2938
3.9534,-21.6284,0.3084
3.7604,-21.7358,0.2643
3.6576,-21.7577,0.2316
3.7807,-21.5978,0.237
4.3262,-20.8432,0.1887
3.5173,-21.9618,0.2272
4.0565,-21.2268,0.2295
3.8452,-21.6141,0.2666
4.3149,-20.9524,0.2261
4.6079,-20.8715,0.2922
4.3597,-21.5005,0.4135
5.1083,-21.5722,0.6278
6.4469,-21.6136,0.8617
6.3588,-22.5772,0.9863
6.8668,-22.615,1.0231
6.984,-22.3365,1.0073
6.8493,-22.9741,1.0286
6.8725,-23.2351,1.0218
6.9425,-23.0459,1.0312
7.16,-22.48,1.0193
7.3801,-22.5211,1.0128
7.4517,-22.3323,0.9947
7.5241,-22.145,0.9707
7.2802,-23.178,1.0242
7.3806,-22.8902,1.0237
7.4485,-22.7006,1.0153
7.5176,-22.5115,1.0011
7.5875,-22.3223,0.9829
7.466,-23.0752,1.014
7.4986,-22.9798,1.0129
7.5993,-22.6922,0.9989
7.6669,-22.5028,0.984
7.7013,-22.4071,0.9753
7.5521,-23.2565,0.998
7.6158,-23.064,0.9982
7.7804,-22.5853,0.9732
7.7133,-23.6264,0.9498
7.8025,-23.3391,0.9582
7.9249,-22.9558,0.9558
8.118,-22.3806,0.9158
7.9092,-23.5343,0.9318
8.1003,-22.85,0.9314
7.7208,-23.8165,0.9296
7.9598,-22.528,0.9491
7.5157,-23.7434,0.9618
7.8527,-22.4749,0.9619
7.4133,-23.6653,0.9799
7.5618,-23.0734,1.0071
7.5874,-22.9766,1.0062
7.6946,-22.5873,0.9866
7.482,-22.8804,1.0175
7.5078,-22.7833,1.0139
7.4041,-22.5705,1.0158
6.5593,-22.4702,0.9972
6.5837,-22.3718,0.9906
6.1968,-22.4165,0.9592
6.0765,-22.4852,0.9526
6.0982,-22.3857,0.9453
5.7857,-22.9451,0.9434
5.7242,-22.7235,0.9286
5.7824,-22.4248,0.9099
5.6327,-22.6099,0.9072
5.7702,-21.9194,0.8306
5.6732,-21.8907,0.8082
5.4981,-22.2239,0.8374
5.2595,-22.7321,0.8561
5.5305,-21.3577,0.6547
5.1839,-20.9023,0.4454
4.9444,-21.3156,0.5167
4.9196,-20.6627,0.2979
4.4564,-21.3546,0.3972
4.5066,-20.3337,0.0146
4.1719,-21.4095,0.3229
3.8828,-21.4028,0.2188
3.8974,-21.3055,0.1939
3.9123,-21.2076,0.1675
3.9269,-21.1121,0.1415
3.7704,-21.4651,0.1948
3.784,-21.3677,0.171
3.7979,-21.27,0.1445
3.9451,-20.3254,-0.1962
3.6986,-21.2403,0.0968
3.9131,-19.8526,-0.4789
3.5826,-21.2125,0.0417
3.4521,-21.0801,-0.0559
3.4643,-20.9828,-0.0854
3.3312,-20.8416,-0.1903
3.3433,-20.7458,-0.2244
3.3927,-20.3725,-0.3756
3.4053,-20.2815,-0.4175
3.4311,-20.0993,-0.5041
3.4444,-20.0079,-0.5505
3.4575,-19.9187,-0.5966
3.4707,-19.8283,-0.6432
3.4841,-19.7399,-0.692
3.0888,-21.5768,-0.0428
3.0992,-21.4786,-0.0662
3.11,-21.3803,-0.0922
3.1209,-21.2817,-0.1196
3.072,-20.3822,-0.4816
2.6961,-21.2164,-0.2994
2.7055,-21.12,-0.3245
2.7554,-20.638,-0.4745
2.8423,-19.8917,-0.7935
2.6125,-19.7752,-0.905
2.4299,-20.4011,-0.6636
2.4387,-20.3078,-0.6998
2.6133,-19.4841,-1.0495
2.6225,-19.395,-1.0954
2.6316,-19.3047,-1.1404
2.6411,-19.2131,-1.1882
2.6407,-20.6617,-0.499
2.6568,-20.4724,-0.5697
2.6825,-20.1886,-0.6874
2.7547,-19.4569,-1.0339
2.9017,-19.9939,-0.7232
2.9108,-19.9037,-0.7659
2.9203,-19.8124,-0.8105
3.0283,-21.0343,-0.232
3.0359,-20.9369,-0.2624
3.0434,-20.8417,-0.2929
3.0514,-20.7463,-0.3261
3.2313,-21.1544,-0.1105
3.2891,-20.4886,-0.3507
3.3584,-19.8533,-0.6592
3.3693,-19.7638,-0.7089
3.3798,-19.6762,-0.7569
3.4122,-19.4086,-0.9046
3.6129,-21.1257,0.0295
3.6209,-21.0288,-0.002
3.9207,-19.7656,-0.5246
4.1248,-20.2743,-0.155
4.3069,-19.8689,-0.3274
4.3194,-19.7823,-0.3763
4.3579,-20.4421,0.0219
4.4329,-19.9077,-0.2585
4.5469,-20.033,-0.1412
4.6306,-19.5139,-0.4453
4.6452,-19.4289,-0.4991
4.66,-19.3453,-0.5539
4.7719,-19.5534,-0.3717
4.9719,-20.0736,0.0299
5.0189,-19.8136,-0.1175
5.4308,-19.4804,-0.2317
5.4695,-19.3167,-0.3518
5.507,-19.8751,0.0629
5.8602,-19.1172,-0.4472
5.7975,-20.0974,0.2486
5.8681,-19.7469,0.0563
5.8874,-19.6623,0.0019
5.9789,-20.0052,0.23
5.9966,-19.9169,0.1828
6.0941,-20.2838,0.386
6.2805,-20.1162,0.3281
6.3767,-19.6809,0.0771
6.4191,-19.5148,-0.0375
6.4527,-19.952,0.2552
6.4722,-19.8649,0.2047
6.4922,-19.779,0.1524
6.513,-19.6943,0.0974
6.5339,-19.6107,0.0415
6.5556,-19.5281,-0.0166
6.5556,-20.1434,0.3676
6.5741,-20.0537,0.3216
6.5932,-19.9654,0.2732
6.6131,-19.8782,0.2226
6.6333,-19.7923,0.1707
6.6972,-19.5412,0.0032
6.6358,-20.5291,0.546
6.6517,-20.4355,0.5097
6.8249,-19.642,0.0816
6.8473,-19.5593,0.0234
6.8934,-19.3974,-0.0974
6.9403,-19.2432,-0.2218
6.9648,-19.1664,-0.2871
6.7423,-20.8313,0.6623
6.7565,-20.7369,0.6317
6.7719,-20.6423,0.5977
6.7873,-20.5493,0.5633
6.8561,-20.1818,0.4028
6.875,-20.0917,0.3574
6.9784,-19.6604,0.1003
6.8928,-20.8412,0.676
7.0462,-20.0154,0.3211
7.0663,-19.9276,0.2718
7.1721,-20.1297,0.3838
7.2115,-19.9524,0.289
7.2319,-19.8657,0.2391
7.3416,-19.9965,0.3135
7.3822,-19.8246,0.2159
7.4036,-19.7406,0.1637
7.4256,-19.6579,0.1097
7.4215,-20.2017,0.4181
7.5476,-20.2138,0.422
7.5673,-20.1244,0.3769
7.6075,-19.9496,0.2841
7.6284,-19.8643,0.2351
7.6501,-19.7802,0.1838
7.6719,-19.6975,0.132
7.6947,-19.616,0.0772
7.7179,-19.5359,0.0213
7.7418,-19.4569,-0.0368
7.6765,-20.2124,0.4181
7.7799,-19.7776,0.1787
7.8023,-19.6946,0.1257
7.8196,-20.2081,0.4116
7.8399,-20.1182,0.3659
7.8605,-20.0297,0.3194
7.8816,-19.9425,0.2712
7.9034,-19.8567,0.2211
7.9257,-19.7721,0.1692
7.9485,-19.6888,0.116
7.9719,-19.6067,0.061
7.9958,-19.5259,0.0046
8.0204,-19.4464,-0.054
8.0454,-19.3682,-0.1136
8.0707,-19.2914,-0.1745
8.096,-19.2161,-0.2353
7.8526,-20.7474,0.6436
7.87,-20.6533,0.6066
7.906,-20.4701,0.5292
7.9248,-20.381,0.4878
8.0487,-19.8522,0.2102
7.9796,-20.7404,0.6315
7.9969,-20.6461,0.595
8.091,-20.1937,0.3903
8.1116,-20.1061,0.3443
8.1542,-19.9323,0.2484
8.1075,-20.7299,0.6158
8.1243,-20.6377,0.5807
8.2408,-20.0965,0.3276
8.2622,-20.01,0.2798
8.2838,-19.9249,0.2314
8.3059,-19.8412,0.1814
8.3291,-19.7559,0.1288
8.4048,-20.0884,0.3029
8.4269,-20.0015,0.2542
8.4662,-20.7176,0.5556
8.5225,-20.44,0.4415
8.543,-20.3493,0.3988
8.7194,-20.4498,0.4006
8.7821,-20.1818,0.2738
8.8043,-20.0947,0.228
8.8267,-20.0063,0.1818
8.9047,-20.3739,0.3216
8.9258,-20.2829,0.2801
9.1155,-19.5931,-0.1051
9.167,-19.4283,-0.212
9.194,-19.3449,-0.2682
9.0561,-20.3103,0.2533
9.1716,-20.2547,0.1945
9.1892,-20.494,0.2767
9.2105,-20.4023,0.2373
9.2782,-20.1347,0.1101
9.2922,-20.2898,0.1663
9.2437,-20.7258,0.3289
9.2582,-20.7865,0.3404
9.4509,-19.9668,-0.0169
9.3829,-20.1938,0.0985
9.405,-20.1046,0.0563
9.2539,-20.3738,0.213
9.3182,-20.1044,0.0873
9.0654,-20.7583,0.4064
9.0834,-20.665,0.3718
9.1217,-20.4787,0.2979
9.1413,-20.3882,0.2594
9.2056,-20.1215,0.1313
9.0067,-20.3925,0.3032
9.0924,-20.0341,0.1284
8.7622,-20.8545,0.5314
8.5699,-21.0242,0.6291
8.6177,-20.7384,0.5336
8.635,-20.6454,0.4982
8.8442,-19.7567,0.0536
8.3708,-21.1852,0.7127
8.1917,-21.2438,0.756
8.2972,-20.5786,0.5396
8.3154,-20.4864,0.5005
8.3736,-20.2167,0.3737
7.8929,-21.2808,0.7968
8.0752,-19.712,0.1241
8.0975,-19.6304,0.0702
7.7302,-20.8543,0.6885
7.5976,-21.2425,0.8056
7.7608,-20.2136,0.417
7.7978,-20.0357,0.3259
7.817,-19.9489,0.2784
7.4788,-20.8372,0.6923
7.4254,-20.5295,0.572
7.5256,-19.991,0.3083
7.5627,-19.8188,0.2096
7.6233,-19.5704,0.0474
7.3465,-20.4054,0.5173
7.3959,-20.1355,0.3859
7.4494,-19.8707,0.2427
7.4685,-19.7852,0.1913
7.4883,-19.7011,0.1376
7.5297,-19.5366,0.0251
7.1445,-20.9398,0.7244
7.2119,-20.4697,0.5457
7.2268,-20.3792,0.5057
7.2428,-20.2879,0.4625
7.2589,-20.198,0.4189
7.2752,-20.1097,0.3745
7.3478,-19.7602,0.1759
7.3678,-19.6762,0.1208
7.2382,-19.6459,0.0987
6.888,-20.9748,0.7208
6.9901,-20.2276,0.4308
7.0731,-19.7886,0.1898
6.9049,-20.0146,0.3174
6.9918,-19.5945,0.0547
7.0109,-19.5145,-0.0032
7.0309,-19.4329,-0.0641
6.6529,-21.0029,0.7118
6.6632,-20.9059,0.6805
6.7587,-20.1572,0.3865
6.7733,-20.0673,0.3411
6.7889,-19.979,0.2927
6.5577,-20.6757,0.5956
6.6772,-19.8552,0.213
6.6935,-19.7696,0.1606
6.765,-19.4403,-0.0697
6.7843,-19.3611,-0.1321
6.5531,-19.7342,0.128
6.57,-19.6499,0.0718
6.5874,-19.5668,0.0141
6.6053,-19.4849,-0.0453
6.6239,-19.4043,-0.107
6.6426,-19.3279,-0.1692
6.2746,-20.6958,0.5734
6.2844,-20.6001,0.5404
6.3169,-20.3208,0.4303
6.3289,-20.2281,0.3896
6.3417,-20.1374,0.346
6.3552,-20.0484,0.2999
6.1801,-19.4779,-0.0924
6.2317,-19.2428,-0.2807
6.2496,-19.1671,-0.3461
6.0272,-19.5378,-0.0679
6.043,-19.4565,-0.1281
6.0594,-19.3765,-0.1905
6.1103,-19.1444,-0.3839
5.7005,-20.1277,0.2457
5.7111,-20.038,0.2011
5.7889,-19.5204,-0.1207
5.297,-20.6966,0.4024
5.4059,-19.6157,-0.1383
5.5008,-19.7069,-0.0478
5.4957,-20.6986,0.448
5.8586,-19.6998,0.0249
6.0599,-20.0417,0.263
6.0711,-19.9538,0.2165
6.1105,-19.692,0.057
6.1247,-19.6076,0.0004
6.1011,-20.7906,0.5845
6.1085,-20.6943,0.5521
6.1745,-20.0419,0.2783
6.2726,-19.4443,-0.1055
6.248,-20.3252,0.4269
6.3203,-19.7895,0.1455
6.3943,-19.9746,0.2648
6.5623,-20.3617,0.4727
6.7783,-19.1843,-0.2805
7.2042,-19.2932,-0.1689
7.2252,-19.2151,-0.2339
7.1496,-20.2281,0.4337
7.3221,-20.8186,0.6873
7.3341,-20.7237,0.653
7.3895,-20.3557,0.4941
7.524,-19.656,0.1085
7.5858,-19.4104,-0.0692
7.6076,-19.3312,-0.1317
7.6297,-19.2532,-0.1952
7.721,-20.795,0.6686
8.1728,-20.5353,0.5353
8.2551,-20.957,0.6689
8.3454,-20.3942,0.4545
8.4037,-20.9046,0.627
8.5543,-20.0761,0.2728
8.5742,-19.9889,0.2256
8.5531,-20.8464,0.5786
8.6335,-20.3815,0.3945
8.6906,-20.1108,0.2622
8.7101,-20.0229,0.2167
8.7296,-20.7093,0.4905
8.8973,-19.8953,0.1104
8.9196,-19.809,0.0592
8.9417,-19.7242,0.0085
8.9906,-20.2123,0.2318
9.0106,-20.1229,0.1871
9.3056,-20.6138,0.267
9.3556,-21.5434,0.4594
9.5914,-20.1141,-0.0115
9.682,-20.3484,0.034
9.5332,-21.6259,0.3925
9.7626,-20.1895,-0.0484
9.8235,-19.9148,-0.1696
9.6422,-20.5725,0.122
9.3591,-21.6232,0.479
9.5031,-20.6581,0.2074
8.6237,-21.0061,0.6147
8.6388,-20.9109,0.5849
8.291,-21.5363,0.7998
8.3137,-21.3396,0.7581
8.3262,-21.2414,0.7342
8.432,-20.5739,0.5184
8.4502,-20.4823,0.4794
8.529,-20.1237,0.3072
7.9405,-20.8113,0.6625
7.6823,-21.7027,0.8975
7.6921,-21.6032,0.8793
7.8384,-20.5476,0.5681
7.3986,-22.0754,0.9697
7.4551,-21.4776,0.8657
7.5293,-20.894,0.711
7.4136,-20.9126,0.7187
7.2241,-21.4954,0.874
7.2977,-20.9138,0.7189
6.9815,-20.9789,0.7304
6.3052,-22.2512,0.9547
6.3152,-22.0496,0.9289
6.3415,-21.6501,0.8572
6.0175,-22.0346,0.8893
5.629,-21.4197,0.695
5.5826,-22.8599,0.9188
5.605,-22.0553,0.8304
5.668,-21.9566,0.8222
5.7573,-21.7521,0.796
6.037,-21.7475,0.8383
6.7976,-22.3009,0.9994
6.8319,-21.7006,0.9111
7.3798,-22.39,1.004
7.5231,-21.5904,0.8856
7.5409,-21.3922,0.8436
7.599,-21.6869,0.8997
7.6066,-21.5887,0.882
7.658,-22.3013,0.9731
7.7994,-22.0255,0.9313
7.8323,-21.5255,0.8529
7.8406,-21.4276,0.8332
7.8503,-21.3288,0.8101
7.9424,-22.1434,0.9248
7.9779,-21.5415,0.8414
8.3969,-22.3411,0.8587
8.4455,-21.4349,0.7459
8.5324,-22.3667,0.8295
8.6879,-21.8929,0.754
8.7933,-22.4333,0.7633
8.7993,-22.2295,0.7513
8.9192,-22.066,0.7009
9.2859,-21.9623,0.5482
9.3029,-21.7636,0.5164
9.3119,-21.6634,0.4994
9.4161,-21.9038,0.4819
9.5409,-22.0367,0.4352
9.6031,-22.9873,0.4292
9.6318,-21.9809,0.3867
9.4517,-22.0475,0.4857
9.4587,-21.9467,0.4735
9.4679,-21.8456,0.4573
9.3155,-21.6068,0.4973
9.3392,-21.4092,0.4537
9.0261,-22.2615,0.6862
8.7538,-22.6218,0.7857
8.2999,-22.8091,0.8941
8.3161,-22.0057,0.8565
8.3265,-21.8044,0.8331
8.1434,-22.1237,0.8967
8.0105,-21.7493,0.8738
7.869,-21.7901,0.8961
7.8748,-21.6896,0.8801
7.711,-22.9345,0.9895
7.7697,-21.3316,0.8191
7.4369,-22.925,1.021
7.4368,-22.8249,1.0211
7.4389,-22.6209,1.0158
6.9474,-22.9628,1.0347
6.7771,-22.5419,1.0175
6.625,-22.3418,0.9925
6.4574,-22.5685,0.9966
6.4714,-22.3665,0.9824
6.2835,-22.6162,0.9835
5.963,-23.0817,0.9595
5.2217,-23.8066,0.8537
5.229,-23.7052,0.8628
5.0796,-24.1907,0.7907
5.1172,-23.6878,0.8473
4.9417,-23.0767,0.8224
4.2678,-24.6154,0.5143
4.387,-23.9272,0.6519
4.4822,-23.4344,0.7135
4.5454,-23.1383,0.7279
4.1362,-24.532,0.49
4.126,-24.5911,0.4768
4.5086,-23.5298,0.723
4.2616,-24.5111,0.5368
4.6124,-23.8065,0.7346
4.9915,-23.4461,0.8386
4.4705,-24.6326,0.5749
5.3738,-23.7179,0.8791
4.6512,-24.6583,0.6157
3.9145,-25.1764,0.2758
4.7543,-24.9018,0.5949
5.2746,-24.6269,0.7515
4.0109,-25.2773,0.2824
4.4478,-25.1108,0.4622
4.5539,-25.2081,0.4719
4.3355,-25.3692,0.3653
5.8458,-24.9289,0.7431
5.8786,-25.2173,0.6825
6.8047,-25.5985,0.5975
5.904,-26.0429,0.4443
5.8972,-26.1766,0.3914
5.8881,-26.3031,0.3389
5.8384,-26.4517,0.2652
6.141,-26.4405,0.2882
5.772,-26.5887,0.1893
5.8735,-26.5864,0.1978
5.1184,-26.6804,0.0517
5.2178,-26.6854,0.067
5.3171,-26.6893,0.081
5.4165,-26.6919,0.0936
5.516,-26.6933,0.105
5.6158,-26.6941,0.1157
5.716,-26.6942,0.1257
5.8167,-26.693,0.1345
5.7872,-26.9466,-0.0249
5.5097,-27.401,-0.4134
4.7434,-27.3015,-0.4702
4.9352,-27.1865,-0.3298
5.1338,-27.2022,-0.3028
5.3322,-27.2148,-0.279
5.4315,-27.2201,-0.2682
5.5311,-27.2246,-0.2582
